symbol,company,last.sale.price,market.cap,country,ipo.year,industry
TAC,TransAlta Corporation Ordinary Shares,10.95,2967450000,Canada,NA,Electric Utilities: Central
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,9.98,286925000,United States,2021,Business Services
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),13.69,42646501274,,2018,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,3.44,2218390523,China,NA,Other Consumer Services
TALO,Talos Energy Inc. Common Stock,10.02,820452400,,2018,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,45.95,9969764010,Canada,NA,Beverages (Production/Distribution)
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,47.6,1789040812,Israel,NA,Biotechnology: Pharmaceutical Preparations
TBB,AT&T Inc. 5.350% Global Notes due 2066,25.94,0,United States,2017,Telecommunications Equipment
TBC,AT&T Inc. 5.625% Global Notes due 2067,26.98,0,United States,2018,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,28.21,1000908403,United States,NA,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,39,336933324,United States,NA,Real Estate
TCN,Tricon Residential Inc. Common Shares,14.96,NA,,2021,
TCS,Container Store (The) Common Stock,10.1,511525701,,2013,Catalog/Specialty Distribution
TD,Toronto Dominion Bank (The) Common Stock,76.19,138816397002,Canada,NA,
TDC,Teradata Corporation Common Stock,43.83,4755555000,United States,NA,EDP Services
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,18.2,2600033017,,2021,
TDF,Templeton Dragon Fund Inc. Common Stock,16.4,554387945,United States,NA,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,630.51,34834984570,United States,2006,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,90.12,14427009889,United States,2015,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,20.15,2311198955,United States,NA,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,27.32,NA,United States,NA,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,26.24,NA,United States,NA,
TDW,Tidewater Inc. Common Stock,10.58,436734698,United States,2017,Oilfield Services/Equipment
TDY,Teledyne Technologies Incorporated Common Stock,436.53,20366383979,United States,NA,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,14.37,193867495,,2019,Trusts Except Educational Religious and Charitable
TECK,Teck Resources Ltd Ordinary Shares,28.6,15249520000,Canada,NA,
TEF,Telefonica SA Common Stock,4.39,25029520840,Spain,1988,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,7.18,344628641,United States,1993,Finance Companies
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,162.43,53003078253,Switzerland,NA,Industrial Machinery/Components
TEN,Tenneco Inc. Class A Voting Common Stock,11.23,922130529,United States,NA,Auto Parts:O.E.M.
TEO,Telecom Argentina SA,5.18,2231220778,Argentina,NA,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,8.43,9298350426,Israel,NA,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,44.43,3101214000,United States,NA,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,58.78,78464923898,United States,NA,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,25.61,NA,United States,NA,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,27.66,NA,United States,NA,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,26.54,NA,United States,NA,
TFII,TFI International Inc. Common Shares,112.29,10448235615,,NA,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,25.67,0,,2021,
TFX,Teleflex Incorporated Common Stock,333.69,15631691366,United States,NA,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,11.73,395797367,United States,NA,Metal Fabrications
TGH,Textainer Group Holdings Limited Common Shares,36.44,1794762412,Bermuda,2007,Diversified Commercial Services
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,26.61,NA,Bermuda,NA,
TGH^B,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,25.85,NA,Bermuda,NA,
TGI,Triumph Group Inc. Common Stock,18.49,1194663640,United States,1996,Aerospace
TGNA,TEGNA Inc,18.76,4151239008,United States,NA,Broadcasting
TGP,Teekay LNG Partners L.P.,16.92,1472136901,Bermuda,2005,Marine Transportation
TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,25.685,NA,Bermuda,NA,
TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,26.66,NA,Bermuda,NA,
TGS,Transportadora de Gas del Sur SA TGS Common Stock,4.53,682001516,Argentina,NA,Natural Gas Distribution
TGT,Target Corporation Common Stock,227.92,109201923391,United States,NA,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,80.43,8616134689,United States,NA,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,132.73,4715233250,United States,NA,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,102.6,5706463127,United States,NA,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,25.37,1048908291,United States,2014,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,17.15,571812676,United States,2011,Electrical Products
THS,Treehouse Foods Inc. Common Stock,40.03,2233036522,United States,NA,Packaged Foods
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,16.07,598686532,United States,2015,Finance Companies
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares),11.25,5445913815,,2020,Telecommunications Equipment
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,10.12,349140000,Singapore,2021,Business Services
TISI,Team Inc. Common Stock,1.09,33768215,United States,NA,
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,32.46,8634360000,,2021,
TJX,TJX Companies Inc. (The) Common Stock,75.46,90014603611,United States,NA,Department/Specialty Retail Stores
TK,Teekay Corporation Common Stock,3.1,314872599,Bermuda,NA,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,3.83,3344518687,Turkey,NA,Telecommunications Equipment
TKR,Timken Company (The) Common Stock,69.8,5294995613,United States,NA,Metal Fabrications
TLGA,TLG Acquisition One Corp. Class A Common Stock,9.73,486500000,,2021,
TLK,PT Telekomunikasi Indonesia Tbk,29.63,29352134779,Indonesia,NA,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,16.25,503191504,United States,2012,
TM,Toyota Motor Corporation Common Stock,183.68,254520095016,Japan,NA,Auto Manufacturing
TMAC,The Music Acquisition Corporation Class A Common Stock,9.71,279162500,,2021,
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,5.97,10104654058,,2018,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,34.93,4292576028,United States,2013,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,662.73,261147488698,United States,NA,Biotechnology: Laboratory Analytical Instruments
TMST,TimkenSteel Corporation Common Shares,16.64,768908941,United States,2014,Steel/Iron Ore
TMX,Terminix Global Holdings Inc. Common Stock,45.11,5465525796,,2014,Other Consumer Services
TNC,Tennant Company Common Stock,81.7,1514408766,United States,NA,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,96.97,6375750736,,2014,Diversified Commercial Services
TNK,Teekay Tankers Ltd.,10.66,360185559,Bermuda,2007,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,55.28,4773772173,United States,NA,Other Consumer Services
TNP,Tsakos Energy Navigation Ltd Common Shares,7.25,166726764,Greece,2002,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,23.65,NA,Greece,NA,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,23.71,NA,Greece,NA,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,23.772,NA,Greece,NA,
TOL,Toll Brothers Inc. Common Stock,72.32,8704435200,United States,NA,Homebuilding
TOST,Toast Inc. Class A Common Stock,37.11,18731135527,,2021,EDP Services
TPB,Turning Point Brands Inc. Common Stock,36.71,692834548,United States,2016,Tobacco
TPC,Tutor Perini Corporation Common Stock,12.29,627680189,United States,NA,Engineering & Construction
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,9.82,429625000,United States,2020,Business Services
TPH,Tri Pointe Homes Inc. Common Stock,27.95,3106316519,United States,2013,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,1251.75,9696501123,United States,NA,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,40.59,11168040448,United States,NA,Apparel
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,24.855,0,,2021,
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,17.59,545009879,,2014,Trusts Except Educational Religious and Charitable
TPX,Tempur Sealy International Inc. Common Stock,47.77,9196206235,United States,2003,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,13.21,86261300,United States,2009,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,36.61,2454364640,United States,NA,Specialty Foods
TRAQ,Trine II Acquisition Corp. Class A Ordinary Shares,9.84,0,,2021,
TRC,Tejon Ranch Co Common Stock,18.78,495033495,United States,NA,Major Banks
TREB,Trebia Acquisition Corp. Class A Ordinary Shares,9.96,644287500,United States,2020,Computer Software: Programming Data Processing
TREC,Trecora Resources Common Stock,8.08,197171327,United States,NA,
TREX,Trex Company Inc. Common Stock,134.36,15467136378,United States,NA,
TRGP,Targa Resources Inc. Common Stock,51.94,11892791656,United States,2010,Natural Gas Distribution
TRI,Thomson Reuters Corp Ordinary Shares,118.63,57760817693,United States,NA,
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,9.76,280600000,,2021,
TRN,Trinity Industries Inc. Common Stock,29.56,2878320577,United States,NA,Railroads
TRNO,Terreno Realty Corporation Common Stock,85.01,6360313119,United States,2010,Real Estate Investment Trusts
TROX,Tronox Holdings plc Ordinary Shares (UK),23.63,3635880542,United States,NA,Multi-Sector Companies
TRP,TC Energy Corporation Common Stock,47.21,46313010000,Canada,NA,
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,16.24,3267998683,Canada,NA,
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,9.675,417234375,,2021,
TRTN,Triton International Limited Common Shares,60.55,4043012024,,2016,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,27.39,NA,,NA,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,27.235,NA,,NA,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,26.88,NA,,NA,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,26.17,NA,,NA,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,27.03,NA,,NA,
TRTX,TPG RE Finance Trust Inc. Common Stock,12.36,952312860,United States,2017,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,23.87,NA,United States,NA,
TRU,TransUnion Common Stock,119.35,22867460000,United States,2015,Advertising
TRV,The Travelers Companies Inc. Common Stock,157.5,38746368203,United States,NA,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,21.01,12401541185,Luxembourg,NA,Steel/Iron Ore
TSE,Trinseo PLC Ordinary Shares,52.62,2043607307,,2014,Major Chemicals
TSI,TCW Strategic Income Fund Inc. Common Stock,5.86,279805853,United States,NA,Investment Managers
TSLX,Sixth Street Specialty Lending Inc. Common Stock,23.3,1703315464,,2014,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,121.41,629641487160,Taiwan,1997,Semiconductors
TSN,Tyson Foods Inc. Common Stock,86.42,31377483958,United States,NA,Meat/Poultry/Fish
TSPQ,TCW Special Purpose Acquisition Corp. Class A Common Stock,9.72,563678585,,2021,
TSQ,Townsquare Media Inc. Class A Common Stock,12.66,211930704,United States,2014,Advertising
TT,Trane Technologies plc,202.51,48104261447,Ireland,NA,Industrial Machinery/Components
TTC,Toro Company (The) Common Stock,100.25,10474724407,United States,NA,Tools/Hardware
TTE,TotalEnergies SE,50.97,132965333186,France,NA,Oil & Gas Production
TTI,Tetra Technologies Inc. Common Stock,2.73,346547303,United States,NA,Oil & Gas Production
TTM,Tata Motors Ltd Tata Motors Limited,31.55,24161338060,India,NA,Auto Manufacturing
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,22.7,51743129,United States,2011,Trusts Except Educational Religious and Charitable
TU,Telus Corporation Ordinary Shares,23.33,31752130000,Canada,NA,
TUFN,Tufin Software Technologies Ltd. Ordinary Shares,10.24,386602998,,2019,EDP Services
TUP,Tupperware Brands Corporation Common Stock,15.2,742979663,United States,NA,Plastic Products
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,5.51,3084278046,,2021,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A. Common Stock,9.22,5163592440,Mexico,1993,Broadcasting
TVC,Tennessee Valley Authority Common Stock,25.63,0,United States,NA,Electric Utilities: Central
TVE,Tennessee Valley Authority,25.78,0,United States,NA,Electric Utilities: Central
TWI,Titan International Inc. (DE) Common Stock,10.93,681808208,United States,NA,Industrial Machinery/Components
TWLO,Twilio Inc. Class A Common Stock,257.73,45960679304,United States,2016,Industrial Machinery/Components
TWN,Taiwan Fund Inc. (The) Common Stock,37.47,279858409,United States,1986,Trusts Except Educational Religious and Charitable
TWND,Tailwind Acquisition Corp. Class A Common Stock,9.82,410249777,,2020,
TWNI,Tailwind International Acquisition Corp. Class A Ordinary Shares,9.74,420037500,,2021,Business Services
TWNT,Tailwind Two Acquisition Corp. Class A Ordinary Shares,9.8831,426208688,,2021,
TWO,Two Harbors Investment Corp,5.85,2011844993,United States,NA,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),26.41,NA,United States,NA,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.7308,NA,United States,NA,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.276,NA,United States,NA,
TWOA,two Class A Ordinary Shares,9.74,267125588,,2021,Real Estate Investment Trusts
TWTR,Twitter Inc. Common Stock,42.76,34191317998,,2013,EDP Services
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),42.81,8403931652,Luxembourg,NA,Steel/Iron Ore
